track_fid,track_se_1,ele,time,latitude,longitude
"0","340",5.199999809265137,2020/05/28 20:36:27.000,25.770061,-80.359886
"0","341",5.000000000000000,2020/05/28 20:36:34.000,25.770080,-80.359693
"0","342",4.800000190734863,2020/05/28 20:36:38.000,25.770114,-80.359591
"0","343",4.800000190734863,2020/05/28 20:36:39.000,25.770137,-80.359582
"0","344",4.800000190734863,2020/05/28 20:36:45.000,25.770288,-80.359572
"0","345",5.000000000000000,2020/05/28 20:36:51.000,25.770426,-80.359554
"0","346",5.000000000000000,2020/05/28 20:36:58.000,25.770594,-80.359514
"0","347",5.000000000000000,2020/05/28 20:37:05.000,25.770781,-80.359520
"0","348",5.000000000000000,2020/05/28 20:37:06.000,25.770807,-80.359520
"0","349",4.800000190734863,2020/05/28 20:37:13.000,25.770988,-80.359528
"0","350",4.599999904632568,2020/05/28 20:37:15.000,25.771026,-80.359512
"0","351",4.599999904632568,2020/05/28 20:37:17.000,25.771048,-80.359468
"0","352",4.599999904632568,2020/05/28 20:37:24.000,25.771054,-80.359279
"0","353",4.599999904632568,2020/05/28 20:37:29.000,25.771081,-80.359152
